Show,Company Name,Stand Number,Stand Type,Show Category,Country,Website,LinkedIn,Twitter / X,Facebook,Products & Services,OLDCategories,Categories,Products & Services Target,Company Description,Profile URL,Logo URL,Size,Mannual Ranking Bump
Accountex,Engager by TaxCalc,750,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://engager.app/,https://uk.linkedin.com/company/taxcalc,https://x.com/taxcalc,https://www.facebook.com/taxcalc/,"Accounting Software, Document Management, Practice & Project Management","Bookkeeping, Practice Management, Document Management","Document Management, Practice Management, Bookkeeping","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Engager, by TaxCalc offers end to end practice management in the cloud - from proposals to payments and fully integrated with TaxCalc",https://divcommanual.com/acx-fds/exhibitor-listing/engager-by-taxcalc/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/Accountex-Tile-%E2%80%93-Engager-Navy-%E2%80%93-Engager-by-TaxCalc.png,10,FALSE
Accountex,FD Intelligence,1611,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.fdintelligence.co.uk/,https://www.linkedin.com/company/69258466/admin/dashboard/,,,"AI & Automation, Tax, VAT","AI & Automation, Tax & MTD","AI & Automation, Tax & MTD",Accountants in Practice,"FD Intelligence has combined Agentic AI with its accountancy expertise to help UK tax teams unlock productivity, profit, and performance. Agentic AI expert solutions - PETAR(TM), an award-winning personal tax tool, and TIA(TM) for technical tax research, are helping fuel faster ROI and new opportunities for 50% of the top 50 and wider 100 UK accounting firms.",https://divcommanual.com/acx-fds/exhibitor-listing/fd-intelligence/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/FDi_Logo_Final-Copy2.jpg,25,FALSE
Accountex,FigsFlow,1310,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.figsflow.com,https://www.linkedin.com/company/figsflow/posts/?feedView=all,https://x.com/FigsFlow,https://www.facebook.com/figsflow/,"AI & Automation, AML - Anti Money Laundering, CRM, MTD, Practice & Project Management","Practice Management, AI & Automation, Tax & MTD, CRM & Comms, AML/KYC","Practice Management, AI & Automation, Marketing & Growth, Tax & MTD, AML/KYC","Accountants in Practice, Bookkeepers, Other","FigsFlow is a complete onboarding platform designed for accountants, bookkeepers, and tax advisers. Built by accountants, the software streamlines proposal creation, engagement letters, pricing management, and AML checks through automation and regulatory-compliant templates, helping firms boost efficiency and profitability.",https://divcommanual.com/acx-fds/exhibitor-listing/figsflow/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/01/FigsFlow-Logo-2.jpg,3,FALSE
Accountex,Findity,1560,Standard Show Guide Entry,Accountex London,Sweden,https://www.findity.com/,https://www.linkedin.com/company/findity/,,https://www.facebook.com/Findity/,Expense Management,Expenses,Other,Other,"Findity is the leader in Embedded Expense Management. We provide a card-agnostic, AI-powered platform, enabling companies to offer a localised, branded expense solution. Our headless architecture allows partners to build via Expense API or go to market instantly with our white-label solution. We are the trusted technology behind the world's most innovative expense products.",https://divcommanual.com/acx-fds/exhibitor-listing/findity/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/Findity_logo_primary_green_RGB-450x450-1.png,73,FALSE
Accountex,Firmcheck,1931,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.firmcheck.com/,,,,"Accounting Software, AML - Anti Money Laundering","Bookkeeping, AML/KYC","Bookkeeping, AML/KYC",Accountants in Practice,"Firmcheck helps UK accounting firms manage anti-money laundering compliance in one simple, powerful platform. We streamline client onboarding, risk assessments, ID verification, monitoring, and reporting so firms stay fully compliant with confidence and save time on manual work. Trusted by accountants, Firmcheck turns complex AML requirements into clear, efficient workflows.",https://divcommanual.com/acx-fds/exhibitor-listing/firmcheck/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/firmcheck-logo-450.png,13,FALSE
Accountex,First Corporate Law Services,740,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.fcls.co.uk,https://uk.linkedin.com/company/first-corporate-law-services,https://x.com/fclsgroup?lang=en,https://www.facebook.com/fclsgroupLtd,"Accounting Software, IT Solutions, Legal & Solicitor Services, Outsourcing / Offshoring","Bookkeeping, Outsourcing","Bookkeeping, Outsourcing","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Looking for a reliable, expert and friendly team to support your business? You're in the right place. For over 25 years, we've been the trusted partner to hundreds of accountancy and legal firms, who depend on FCLS for everything from fast company formations to complex share restructures.",https://divcommanual.com/acx-fds/exhibitor-listing/first-corporate-law-services/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/01/logo_v5_hex_d9e4ef-1.png,27,FALSE
Accountex,First Intuition,1941,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.fi.co.uk,https://www.linkedin.com/company/first-intuition,,https://www.facebook.com/firstintuition,Education & Qualifications,HR & People,HR & Leadership,"Accountants in Practice, Accountants in Industry/Business, Other","First Intuition is an award-winning UK accountancy training provider delivering classroom, distance learning and apprenticeship programmes nationwide. Specialising in AAT, ACCA, CIMA and ICAEW qualifications, it supports learners from entry-level to Level 7. With a strong focus on quality, student care and employer partnerships, it equips professionals with skills for lifelong careers.",https://divcommanual.com/acx-fds/exhibitor-listing/first-intuition/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/FI-Logo-Black-Green-Zing-Transparent.png,5,FALSE
Accountex,Flagstone,364,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.flagstoneim.com/,https://www.linkedin.com/company/3268156/admin/dashboard/,https://x.com/FlagstoneGroup,https://www.facebook.com/flagstoneim/?locale=en_GB,Cash Flow Forecasting,Bookkeeping,Bookkeeping,"Accountants in Practice, Accountants in Industry/Business","Flagstone allows savers, businesses and charities spread their cash between 65+ banks. All in one platform, with one password. They can open as many accounts as they need, without multiple applications or ID checks. With more bank partners than any other platform, Flagstone clients capitalise on 200+ high-interest rates from across the market.",https://divcommanual.com/acx-fds/exhibitor-listing/flagstone/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/03/FS_rgb_fc_horizontal-dark_logo.png,380,FALSE
Accountex,FreeAgent,180,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.freeagent.com/accountants/,https://www.linkedin.com/company/freeagent/,https://x.com/freeagent,https://www.facebook.com/freeagentapp,"Accounting Software, Cash Flow Forecasting, MTD, Tax, VAT","Bookkeeping, Tax & MTD","Bookkeeping, Tax & MTD","Accountants in Practice, Bookkeepers","FreeAgent is award-winning UK-based accounting software used by over 200,000 small businesses, landlords and their accountants and bookkeepers. Easy for clients to use, with a handy mobile app, hassle-free expense tracking, invoicing and bank feeds, FreeAgent offers MTD-compliant VAT filing, Self Assessment, Final Accounts, Corporation Tax and much more.",https://divcommanual.com/acx-fds/exhibitor-listing/freeagent/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/FreeAgent_Logo_Blue70_450x450.png,400,FALSE
Accountex,FuseSign,845,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.fusesign.com,https://www.linkedin.com/showcase/fusesign,,https://www.facebook.com/FuseSign,Accounting Software,"Bookkeeping, eSign","Bookkeeping, Document Management","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","FuseSign is a e-signing platform that puts you in the driver's seat. It allows users to have greater control and flexibility, with highly customisable settings and features and an intuitive, easy to use design for an outstanding client experience. The results are significant savings in costs and human resources, professional and standardised systems for brand consistency and a happier team.",https://divcommanual.com/acx-fds/exhibitor-listing/fusesign/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/01/FuseSign-logo-POS_76x76px-01.png,0,FALSE
Accountex,FYI,844,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://fyi.app/uk/,https://www.linkedin.com/company/fyi-docs/,https://twitter.com/fyi_docs,,"Accounting Software, Document Management, Practice & Project Management","Bookkeeping, Practice Management, Document Management","Document Management, Practice Management, Bookkeeping","Accountants in Practice, Accountants in Industry/Business","FYI is the cloud-based document and practice management platform built by accountants, for accountants. We understand the pressures of running a modern practice - managing clients, documents, emails, tasks and compliance - and we've designed FYI to make every part of that easier, faster and more efficient.",https://divcommanual.com/acx-fds/exhibitor-listing/fyi/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/FYI-Logo.jpg,120,FALSE
Accountex,Garfield AI,1374,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.garfield.law,https://www.linkedin.com/company/garfield-law,,,"Accounts Payable / Accounts Receivable, AI & Automation, Legal & Solicitor Services","Bookkeeping, AI & Automation","AI & Automation, Bookkeeping","Accountants in Practice, Accountants in Industry/Business, Bookkeepers, Other","Garfield is a web-based, AI-powered, platform that helps businesses recover debts of up to GBP10,000 at scale through the small claims court process in England and Wales. It is a law firm authorised and regulated by the Solicitors Regulation Authority. Garfield makes debt recovery faster, simpler and more affordable by turning unpaid invoices into enforceable legal action with minimal manual effort.",https://divcommanual.com/acx-fds/exhibitor-listing/garfield-ai/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/Garfield-Logo-white-smaller.png,7,FALSE
Accountex,Generational Planning Group,1545,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://gwm.org.uk/,,,,Corporate Finance / Mergers & Acquisitions,Banking & Payments,Banking & Payments,Other,"At the Generational Wealth Management (GWM), we are proud to be able to offer a full and comprehensive service to our clients, concerning their generational planning. This can encompass important areas such as Will Writing and Power of Attorney preparation, right through to Wealth Management and Legacy Planning.",https://divcommanual.com/acx-fds/exhibitor-listing/generational-planning-group/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/01/GPG-logo.png,11,FALSE
Accountex,GI Outsourcing,1530,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.gioutsourcing.com/,https://www.linkedin.com/company/global-infosys/,,,"Accounts Payable / Accounts Receivable, Audit, Outsourcing / Offshoring, Payroll, VAT","Bookkeeping, Tax & MTD, Payroll, Outsourcing","Bookkeeping, Outsourcing, Tax & MTD, Payroll","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","GI Outsourcing is a global accounting & audit outsourcing & offshoring provider operating from India and South Africa, powered by a 250""'strong ISO""'certified team. With over 25 years' experience, we deliver fully integrated bookkeeping & VAT, year""'end, payroll, tax and audit services. Our mission: give clients back time, control and genuine peace of mind.",https://divcommanual.com/acx-fds/exhibitor-listing/gi-outsourcing/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/LOGO-2.png,300,FALSE
Accountex,Glide - Workflow and Resource management,1744,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://glideworkflow.com/,https://www.linkedin.com/company/glide-practice-solutions-limited,,,"MTD, Payroll, Practice & Project Management, Tax, VAT","Practice Management, Tax & MTD, Payroll","Practice Management, Tax & MTD, Payroll","Accountants in Practice, Accountants in Industry/Business, Bookkeepers, Other","Glide's unique workflow management approach gives extreme control and visibility, helping firms to provide excellent customer service. Extremely customisable, Glide can be used to track any activity. Use our tools to fully automate outbound communications. Use Glide's Scheduler to improve resource allocation and manager capacity. New for 2026: job budgets arrive in Glide.",https://divcommanual.com/acx-fds/exhibitor-listing/glide-workflow-and-resource-management/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/Small-Social-Media-Profile-Logo.jpg,2,FALSE
Accountex,GoCardless,910,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.gocardless.com/,https://www.linkedin.com/company/gocardless/,https://x.com/GoCardless,https://www.facebook.com/GoCardless/,"AI & Automation, Banking Services / Open Banking / Payment / FX Budgeting, Payment Process Services","AI & Automation, Banking & Payments, Expenses","Banking & Payments, AI & Automation","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","GoCardless is a global payments company serving over 100,000 businesses. It enables secure, cost-effective bank transfers for recurring and one-off payments, reducing admin and late or failed payments. Seamlessly integrating with accounting systems, it provides a reliable way for small businesses and big brands to get paid on time, every time.",https://divcommanual.com/acx-fds/exhibitor-listing/gocardless/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/gocardless_logo.jpg,590,FALSE
Accountex,Hammock,1514,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.usehammock.com/landlord-mtd-for-accountants/,https://www.linkedin.com/company/usehammock,,,"Accounting Software, MTD, Tax","Bookkeeping, Tax & MTD","Bookkeeping, Tax & MTD","Accountants in Practice, Bookkeepers","Hammock is the first landlord software recognised by HMRC as compatible with MTD for Income Tax. We give landlords and their accountants real-time, secure access to digital records of their rental income and expenses. Hammock brings together all the key information landlords need to manage their property portfolio with what accountants need to submit the relevant filings.",https://divcommanual.com/acx-fds/exhibitor-listing/hammock/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/01/hammock_logo-square-bck.png,17,FALSE
Accountex,Hammock,483,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.usehammock.com,https://uk.linkedin.com/company/usehammock,https://x.com/UseHammock,https://www.facebook.com/usehammock,"Accounting Software, MTD, Tax","Bookkeeping, Tax & MTD","Bookkeeping, Tax & MTD","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Hammock is the first landlord software recognised by HMRC as compatible with MTD for Income Tax. We give landlords and their accountants real-time, secure access to digital records of their rental income and expenses. Hammock brings together all the key information landlords need to manage their property portfolio, with what accountants need to submit the relevant filings.",https://divcommanual.com/acx-fds/exhibitor-listing/hammock-1/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/hammock_logo-square-bck.png,17,FALSE
Accountex,HDUK,1761,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.hduk.co.uk/,https://www.linkedin.com/company/hduk/mycompany/,,,"Accounting Software, Cyber Security, IT Solutions","Bookkeeping, Cyber Security","Cyber Security, Bookkeeping","Accountants in Practice, Accountants in Industry/Business","HDUK delivers Cloud, Cyber, and Managed IT services across the UK and Europe. Specialists in the accounting sector, we keep your systems secure 24/7/365, so your fee earners stay fee earning. With the right expertise and infrastructure, we keep your business running without disruption.",https://divcommanual.com/acx-fds/exhibitor-listing/hduk/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/hduk_logo_400x200.png,31,FALSE
Accountex,Hello AI Collective Limited,1650,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.hello-ai.co.uk/,https://www.linkedin.com/company/helloaicollective/,,,"AI & Automation, Consulting & Business Services",AI & Automation,AI & Automation,"Accountants in Practice, Accountants in Industry/Business, Other","Hello AI Collective turns AI ambition into real""'world impact. Trusted across the UK, Europe and the US by partners like Lenovo, Microsoft and Sage, we design strategies that work, build scalable governance and security, drive genuine adoption, and create custom solutions when tools fall short. Independent and outcome""'driven, we stay accountable end""'to""'end. We make AI work properly.",https://divcommanual.com/acx-fds/exhibitor-listing/hello-ai-collective-limited/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/03/Full-Colour-Blue-small-res.png,4,FALSE
Accountex,HMRC,990,Standard Show Guide Entry,Accountex London,United Kingdom (UK),,,,,"MTD, Payroll, Tax, VAT","Tax & MTD, Payroll","Tax & MTD, Payroll",,"HMRC is the UK's tax, payments and customs authority. HMRC's collect the money that pays for the UK's public services, and helps families and individuals with targeted financial support. HMRC is a non-ministerial Department.",https://divcommanual.com/acx-fds/exhibitor-listing/hmrc/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/04/HMRC-LOGO-450.png,41,FALSE
Accountex,Home of Mortgages,1510,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.homeofmortgages.co.uk,https://www.linkedin.com/company/homeofmortgages,,https://www.facebook.com/HomeofMortgages,"Banking Services / Open Banking / Payment / FX Budgeting, Consulting & Business Services, Corporate Finance / Mergers & Acquisitions, Insurance",Banking & Payments,Banking & Payments,"Accountants in Practice, Accountants in Industry/Business","Home of Mortgages partners with accountants to support their clients with residential, buy-to-let and remortgage solutions, including complex cases for the self-employed and company directors. We understand your clients' finances and find the right mortgage for even the most intricate situations. Same day quotes, 1,500+ five-star reviews, and a team that's genuinely easy to work with.",https://divcommanual.com/acx-fds/exhibitor-listing/home-of-mortgages/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/HOM-Square-logo-for-GHL-Calendars.png,16,FALSE
Accountex,Hoxton Mix,571,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.hoxtonmix.com/enterprise/,https://www.linkedin.com/company/hoxton-mix/,,,"Accounting Software, AI & Automation, Document Management","Bookkeeping, AI & Automation, Document Management","Document Management, AI & Automation, Bookkeeping","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Registered office address and director service address solutions provider. With AI powered mail handling, user workflows and digital document management built-in. We provide you with a plug-and-play registered business and directors' service address solution that you can pass onto your clients to generate an incremental revenue stream and provide improved client services.",https://divcommanual.com/acx-fds/exhibitor-listing/hoxton-mix/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/03/HM-Logo.jpg,12,FALSE
Accountex,Husu,501E,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.husu.co.uk,https://www.linkedin.com/company/husucouk,,,"Analytics & Reporting, Consulting & Business Services",Data & Analytics,Data & Analytics,Accountants in Practice,"Husu helps accounting firms reduce burnout within teams by spotting early warning signs before performance and retention are affected. Our platform, Diagnosu, shows leaders which areas are causing productivity loss. We turn these insights into action, helping firms protect capacity, reduce attrition, and improve profitability through more sustainable performance across busy periods.",https://divcommanual.com/acx-fds/exhibitor-listing/husu/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/03/Husu-Antonio-II-cropped.png,2,FALSE
Accountex,ICB,394,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.bookkeepers.org.uk/,https://www.linkedin.com/company/3293162,,https://www.facebook.com/ICBUK,"Education & Qualifications, Practice & Project Management, Recruitment & Training, Research & Development","Practice Management, HR & People","Practice Management, HR & Leadership","Accountants in Practice, Bookkeepers","The Institute of Certified Bookkeepers (ICB) is the world's largest bookkeeping body, supporting a global community of bookkeepers with qualifications, CPD, and professional guidance. ICB enables connection, celebrates success, and champions the profession at every level. Members benefit from trusted credentials, expert support, and a warm, welcoming network that empowers them to grow, thrive, and",https://divcommanual.com/acx-fds/exhibitor-listing/icb/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/03/ICB-Logo-stacked-450x-450-1.png,46,FALSE
Accountex,iFAST Global Bank,470,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.ifastgb.com/en/home,https://www.linkedin.com/company/ifast-global-bank/,https://x.com/IFASTGB,https://www.facebook.com/iFASTBANK,"Accounts Payable / Accounts Receivable, Banking Services / Open Banking / Payment / FX Budgeting, Foreign Exchange and Multi-Currency Services, Payment Process Services, Sales & Marketing","Bookkeeping, Banking & Payments, Marketing & Growth","Banking & Payments, Marketing & Growth, Bookkeeping",Other,"As a UK-regulated bank, iFAST Global Bank bridges two core segments. For SMEs and Corporates, we streamline cross-border trade with interest-earning multi-currency accounts. For NBFIs and Fintechs, we deliver critical infrastructure-safeguarding funds and providing direct access to UK payment rails (FPS, CHAPS, SWIFT)-empowering institutions to scale with regulatory confidence",https://divcommanual.com/acx-fds/exhibitor-listing/ifast-global-bank/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/Logo-450-x-450-px.png,150,FALSE
Accountex,Ignition,840,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.ignitionapp.com/,https://www.linkedin.com/company/ignition-app/,https://twitter.com/ignitionapp,https://www.facebook.com/IgnitionApp/,"Accounting Software, Document Management, MTD, Payment Process Services, Practice & Project Management","Bookkeeping, Practice Management, Tax & MTD, Document Management, Banking & Payments","Document Management, Practice Management, Banking & Payments, Bookkeeping, Tax & MTD","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Trusted by 8,500+ businesses, Ignition is an all-in-one platform that helps firms automate proposals, agreements, billing and payments to improve cash flow and reduce admin.",https://divcommanual.com/acx-fds/exhibitor-listing/ignition/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/Ignition-LOGO.png,330,FALSE
Accountex,Inflo,1464,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.inflo.com/,https://www.linkedin.com/company/inflo-limited/,,,"Accounting Software, AI & Automation, Analytics & Reporting, Audit, IT Solutions","Bookkeeping, AI & Automation, Data & Analytics","Data & Analytics, AI & Automation, Bookkeeping",Accountants in Practice,"Inflo is the award-winning digital audit platform designed to transform the way firms deliver audits, Inflo provides an end-to-end suite of solutions covering every stage of the audit process, from client collaboration and data ingestion to advanced analytics, workpapers, and quality management.",https://divcommanual.com/acx-fds/exhibitor-listing/inflo/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/Inflo-450-x-450-px.png,210,FALSE
Accountex,Inform Direct by Bright,1160,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://brightsg.com/brightcosec-company-secretarial-software/,https://www.linkedin.com/company/brightsg,https://x.com/BrightUKIre,https://www.facebook.com/brightsoftwaregroup1,"Accounting Software, AML - Anti Money Laundering, Practice & Project Management","Bookkeeping, Practice Management, AML/KYC","Practice Management, Bookkeeping, AML/KYC","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Inform Direct by Bright is a cloud-based company secretarial platform that streamlines compliance, company records and Companies House filings. Smart automation and an intuitive interface reduce admin and keep statutory data accurate. Its integrated ECCTA ID verification workflow enables Authorised Corporate Service Providers to manage director and PSC checks and stay compliant.",https://divcommanual.com/acx-fds/exhibitor-listing/inform-direct-by-bright/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/1-1.png,300,FALSE
Accountex,Informanagement UK,1460,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.informanagement.co.uk/,https://www.linkedin.com/company/103477687/admin/,https://x.com/Informanagement,,"AI & Automation, Document Management, Legal & Solicitor Services, Magazines & Publishing, Sales & Marketing","AI & Automation, Document Management, Marketing & Growth","Document Management, Marketing & Growth, AI & Automation","Accountants in Practice, Bookkeepers","Envision a fully automated workflow that integrates with your CRM and delivers targeted content across social media, newsletters, and newsfeeds. Deliver personalised, relevant information to every client efficiently and consistently. Our intuitive AI tools help you refine professionally written content and confidently set up client profiles quickly and accurately.",https://divcommanual.com/acx-fds/exhibitor-listing/informanagement-uk/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/informanagement-logo.png,7,FALSE
Accountex,Initor Global UK,1644,Standard Show Guide Entry,Accountex London,India,https://initor-global.co.uk/,https://www.linkedin.com/company/initorglobaluk,https://twitter.com/initorglobaluk,https://www.facebook.com/Initor-Global-UK-102715631460938,"Accounts Payable / Accounts Receivable, MTD, Outsourcing / Offshoring, Payroll, VAT","Bookkeeping, Tax & MTD, Payroll, Outsourcing","Bookkeeping, Outsourcing, Tax & MTD, Payroll","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Initor Global UK provides premium outsourced accounting services to UK accountants and businesses from Ahmedabad in India. Our expert team will help reduce costs, improve systems and deliver better outcomes for clients. We are expert in all commercial accounting software. Our services are completely flexible and scaled to meet your growth plans. We are GDPR compliant and ISO 27001 accredited.",https://divcommanual.com/acx-fds/exhibitor-listing/initor-global-uk/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/01/Initor-Global_New-Logo_Main-Logo-updated.png,120,FALSE
Accountex,Instant CPD Limited,1131,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://instantcpd.com,,,,Recruitment & Training,HR & People,HR & Leadership,"Accountants in Practice, Accountants in Industry/Business","Instant CPD is an established online training provider delivering flexible, cost-effective CPD tailored to busy accountant. Leveraging digital platforms and HD video streaming, it offers high-quality, comprehensive courses led by renowned experts at competitive prices. Filmed courses include downloadable notes and slides, instant multi-device access, and accredited certificates.",https://divcommanual.com/acx-fds/exhibitor-listing/instant-cpd-limited/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/01/InstantCPD-Clear-LOGO-Extra-SMALL-PNG-.png,1,FALSE
Accountex,Institute of Accountants and Bookkeepers,275,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.iab.org.uk,https://www.linkedin.com/company/institute-of-accountants-and-bookkeepers/?viewAsMember=true,https://x.com/IAB_social,https://www.facebook.com/IABsocial,"AML - Anti Money Laundering, Association / Professional Body, Education & Qualifications","AML/KYC, HR & People","HR & Leadership, AML/KYC","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","The Institute of Accountants and Bookkeepers (IAB) is a leading professional body for bookkeepers and small business accountants. We provide recognised qualifications, regulatory AML supervision, and ongoing professional support. Committed to high standards, ethical practice, and practical skills, we warmly invite you to visit us at Accountex to explore opportunities for growth and career success",https://divcommanual.com/acx-fds/exhibitor-listing/institute-of-accountants-and-bookkeepers/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/tom-iab-logo-copy.png,28,FALSE
Accountex,Institute of Financial Accountants,484,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://www.ifa.org.uk,https://www.linkedin.com/groups/6927518/,,https://www.facebook.com/instituteoffinancialaccountants,"AML - Anti Money Laundering, Association / Professional Body, Education & Qualifications, Tax","Tax & MTD, AML/KYC, HR & People","HR & Leadership, Tax & MTD, AML/KYC","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","The Institute of Financial Accountants (IFA) is a globally recognised body supporting SMEs and SMPs. Our members provide expert financial and tax advice to smaller businesses, helping them thrive. With tailored tools, guidance, and ethical standards, we empower accountants to deliver excellence while supporting the vital role SMEs play in creating jobs, wealth, and thriving communities worldwide.",https://divcommanual.com/acx-fds/exhibitor-listing/institute-of-financial-accountants/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/01/IFA_Symbol_Master_HR_450.jpg,81,FALSE
Accountex,Intuit QuickBooks,1580,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://quickbooks.intuit.com/uk/,https://www.linkedin.com/company/intuit-accountants,,https://www.facebook.com/IntuitAccountantsUK,"Accounting Software, Accounts Payable / Accounts Receivable, AI & Automation, Analytics & Reporting, MTD","Bookkeeping, AI & Automation, Tax & MTD, Data & Analytics","Data & Analytics, AI & Automation, Bookkeeping, Tax & MTD","Accountants in Practice, Accountants in Industry/Business, Bookkeepers","Intuit is the global financial technology platform that powers prosperity for businesses, alongside their accountant or bookkeeper. Our re-imagined connected business platform uses AI to simplify workflows, improve accuracy, and deliver enhanced automation, making it easier to get critical jobs done in one place.",https://divcommanual.com/acx-fds/exhibitor-listing/intuit-quickbooks/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/02/QBLogo-50-50-color-319x319-2.png,19000,FALSE
Accountex,iplicit Accounting Software,1520,Standard Show Guide Entry,Accountex London,United Kingdom (UK),https://iplicit.com/,https://www.linkedin.com/company/iplicit/,,,"Accounting Software, AI & Automation, Charity / Not for Profit, Data Entry / OCR (Optical Character Recognition)","Bookkeeping, AI & Automation, Doc Automation","AI & Automation, Data & Analytics, Bookkeeping","Accountants in Practice, Accountants in Industry/Business","iplicit's powerful cloud accounting software puts real-time information into the hands of mid-market finance teams and accountants. Its automations save many hours on everyday tasks and complex accounting, while inbuilt integrations and a public API connect finance with other systems. With 50,000+ users, iplicit has featured in the FT1000 & the Deloitte UK Technology Fast 50.",https://divcommanual.com/acx-fds/exhibitor-listing/iplicit-accounting-software/,https://divcommanual.com/acx-fds/wp-content/uploads/sites/6/2026/03/iplicit_raspberry_secondary_logo-small.png,180,FALSE
